Kind,Name,File,CountLineCode,Cyclomatic,SumCyclomatic
Function,"Curl_getworkingpath",curl_path.c,53,10,
Function,"Curl_global_host_cache_dtor",hostip.c,7,2,
Function,"Curl_global_host_cache_init",hostip.c,11,4,
Function,"Curl_gmtime",parsedate.c,10,3,
Function,"Curl_gsk_attribute_get_buffer_a",os400sys.c,21,5,
Function,"Curl_gsk_attribute_get_cert_info",os400sys.c,13,2,
Function,"Curl_gsk_attribute_get_enum",os400sys.c,10,2,
Function,"Curl_gsk_attribute_get_numeric_value",os400sys.c,10,2,
Function,"Curl_gsk_attribute_set_buffer_a",os400sys.c,25,6,
Function,"Curl_gsk_attribute_set_callback",os400sys.c,11,2,
Function,"Curl_gsk_attribute_set_enum",os400sys.c,10,2,
Function,"Curl_gsk_attribute_set_numeric_value",os400sys.c,10,2,
Struct,"Curl_gsk_descriptor",os400sys.c,4,,0
Function,"Curl_gsk_environment_close",os400sys.c,17,4,
Function,"Curl_gsk_environment_init",os400sys.c,9,2,
Function,"Curl_gsk_environment_open",os400sys.c,19,4,
Function,"Curl_gsk_secure_soc_close",os400sys.c,17,4,
Function,"Curl_gsk_secure_soc_init",os400sys.c,9,2,
Function,"Curl_gsk_secure_soc_misc",os400sys.c,9,2,
Function,"Curl_gsk_secure_soc_open",os400sys.c,23,5,
Function,"Curl_gsk_secure_soc_read",os400sys.c,10,2,
Function,"Curl_gsk_secure_soc_startInit",os400sys.c,11,2,
Function,"Curl_gsk_secure_soc_write",os400sys.c,10,2,
Function,"Curl_gsk_strerror_a",os400sys.c,5,1,
Static Function,"Curl_gss_convert_in_place",os400sys.c,20,4,
Function,"Curl_gss_delete_sec_context_a",os400sys.c,14,3,
Function,"Curl_gss_display_status_a",os400sys.c,15,3,
Function,"Curl_gss_import_name_a",os400sys.c,23,4,
Function,"Curl_gss_init_sec_context_a",os400sys.c,45,7,
Struct,"Curl_handler",urldata.h,30,,0
Function,"Curl_hash_add",hash.c,22,4,
Function,"Curl_hash_clean",hash.c,5,1,
Function,"Curl_hash_clean_with_criterium",hash.c,24,5,
Function,"Curl_hash_delete",hash.c,14,3,
Function,"Curl_hash_destroy",hash.c,11,3,
Function,"Curl_hash_init",hash.c,25,4,
Function,"Curl_hash_next_element",hash.c,23,6,
Function,"Curl_hash_pick",hash.c,16,4,
Function,"Curl_hash_start_iterate",hash.c,7,1,
Function,"Curl_hash_str",hash.c,11,2,
Function,"Curl_he2ai",curl_addrinfo.c,57,11,
Function,"Curl_hmac_md5",curl_ntlm_core.c,11,2,
Function,"Curl_hostcache_clean",hostip.c,9,3,
Function,"Curl_hostcache_prune",hostip.c,14,4,
Function,"Curl_http",http.c,742,206,
Struct,"Curl_http2_dep",urldata.h,4,,0
Function,"Curl_http_auth_act",http.c,59,18,
Function,"Curl_http_connect",http.c,27,9,
Function,"Curl_http_done",http.c,39,8,
Function,"Curl_http_input_auth",http.c,78,18,
Function,"Curl_http_ntlm_cleanup",http_ntlm.c,5,1,
Function,"Curl_http_output_auth",http.c,44,8,
Function,"Curl_http_readwrite_headers",http.c,482,117,
Function,"Curl_http_setup_conn",http.c,15,5,
Function,"Curl_httpchunk_init",http_chunks.c,7,1,
Function,"Curl_httpchunk_read",http_chunks.c,163,39,
Function,"Curl_if2ip",if2ip.c,12,1,
Function,"Curl_if_is_interface_name",if2ip.c,5,1,
Function,"Curl_inet_ntop",inet_ntop.c,10,2,
Function,"Curl_inet_pton",inet_pton.c,11,2,
Function,"Curl_infof",sendf.c,20,4,
Function,"Curl_init_CONNECT",transfer.c,5,1,
Static Function,"Curl_init_completed",multi.c,5,1,
Function,"Curl_init_do",url.c,27,5,
Function,"Curl_init_userdefined",url.c,71,2,
Function,"Curl_input_digest",http_digest.c,19,4,
Function,"Curl_input_ntlm",http_ntlm.c,37,9,
Function,"Curl_ip2addr",curl_addrinfo.c,42,5,
Function,"Curl_ipv4_resolve_r",hostip4.c,19,4,
Function,"Curl_ipv6_scope",if2ip.c,5,1,
Function,"Curl_ipvalid",hostip4.c,6,2,
Function,"Curl_is_absolute_url",urlapi.c,21,7,
Function,"Curl_is_connected",connect.c,103,25,
Static Function,"Curl_is_formadd_string",ccsidcurl.c,15,8,
Function,"Curl_is_in_callback",multi.c,5,1,
Function,"Curl_isalnum",curl_ctype.c,6,2,
Function,"Curl_isalpha",curl_ctype.c,6,2,
Function,"Curl_iscntrl",curl_ctype.c,6,2,
Function,"Curl_isdigit",curl_ctype.c,6,2,
Function,"Curl_isgraph",curl_ctype.c,6,2,
Function,"Curl_islower",curl_ctype.c,6,2,
Function,"Curl_isprint",curl_ctype.c,6,2,
Function,"Curl_isspace",curl_ctype.c,6,2,
Function,"Curl_isunreserved",escape.c,22,67,
Function,"Curl_isupper",curl_ctype.c,6,2,
Function,"Curl_isxdigit",curl_ctype.c,6,2,
Static Function,"Curl_ldap",ldap.c,243,57,
Function,"Curl_ldap_err2string_a",os400sys.c,5,1,
Function,"Curl_ldap_first_attribute_a",os400sys.c,20,3,
Function,"Curl_ldap_get_dn_a",os400sys.c,19,3,
Function,"Curl_ldap_get_values_len_a",os400sys.c,21,3,
Function,"Curl_ldap_init_a",os400sys.c,18,3,
Function,"Curl_ldap_next_attribute_a",os400sys.c,20,3,
Function,"Curl_ldap_search_s_a",os400sys.c,66,15,
Function,"Curl_ldap_simple_bind_s_a",os400sys.c,31,5,
Function,"Curl_llist_count",llist.c,5,1,
Function,"Curl_llist_destroy",llist.c,8,3,
Function,"Curl_llist_init",llist.c,8,1,
Function,"Curl_llist_insert_next",llist.c,30,6,
Function,"Curl_llist_move",llist.c,40,7,
Function,"Curl_llist_remove",llist.c,32,7,
Function,"Curl_load_library",system_win32.c,35,8,
Function,"Curl_loadhostpairs",hostip.c,136,27,
Function,"Curl_md5it",md5.c,8,1,
Function,"Curl_meets_timecondition",transfer.c,25,6,
Function,"Curl_memdup",strdup.c,8,2,
Function,"Curl_memrchr",curl_memrchr.c,15,4,
Struct,"Curl_message",multihandle.h,4,,0
Function,"Curl_mime_add_header",mime.c,17,4,
Function,"Curl_mime_cleanpart",mime.c,11,5,
Function,"Curl_mime_contenttype",mime.c,30,4,
Function,"Curl_mime_duppart",mime.c,57,18,
Function,"Curl_mime_initpart",mime.c,6,1,
Function,"Curl_mime_prepare_headers",mime.c,115,44,
Function,"Curl_mime_read",mime.c,6,1,
Function,"Curl_mime_rewind",mime.c,5,2,
Function,"Curl_mime_set_subparts",mime.c,34,11,
Function,"Curl_mime_size",mime.c,15,4,
Function,"Curl_mk_dnscache",hostip.c,5,1,
Function,"Curl_move_handle_from_send_to_recv_pipe",pipeline.c,18,4,
Struct,"Curl_multi",multihandle.h,31,,0
Function,"Curl_multi_add_perform",multi.c,17,3,
Function,"Curl_multi_chunk_length_penalty_size",multi.c,4,2,
Function,"Curl_multi_closed",multi.c,16,5,
Function,"Curl_multi_connchanged",multi.c,4,1,
Function,"Curl_multi_content_length_penalty_size",multi.c,4,2,
Function,"Curl_multi_handle",multi.c,28,5,
Function,"Curl_multi_handlePipeBreak",multi.c,4,1,
Function,"Curl_multi_max_host_connections",multi.c,4,2,
Function,"Curl_multi_max_total_connections",multi.c,4,2,
Function,"Curl_multi_pipelining_server_bl",multi.c,4,1,
Function,"Curl_multi_pipelining_site_bl",multi.c,4,1,
Function,"Curl_now",timeval.c,8,1,
Function,"Curl_ntlm_core_lm_resp",curl_ntlm_core.c,8,1,
Function,"Curl_ntlm_core_mk_lm_hash",curl_ntlm_core.c,22,3,
Function,"Curl_ntlm_core_mk_lmv2_resp",curl_ntlm_core.c,17,2,
Function,"Curl_ntlm_core_mk_nt_hash",curl_ntlm_core.c,34,7,
Function,"Curl_ntlm_core_mk_ntlmv2_hash",curl_ntlm_core.c,23,3,
Function,"Curl_ntlm_core_mk_ntlmv2_resp",curl_ntlm_core.c,37,3,
Function,"Curl_num_addresses",hostip.c,9,2,
Function,"Curl_once_resolved",hostip.c,13,3,
Function,"Curl_open",url.c,50,12,
Function,"Curl_os400_bind",os400sys.c,10,2,
Function,"Curl_os400_connect",os400sys.c,10,2,
Function,"Curl_os400_recvfrom",os400sys.c,41,8,
Function,"Curl_os400_sendto",os400sys.c,11,2,
Function,"Curl_output_digest",http_digest.c,66,14,
Function,"Curl_output_ntlm",http_ntlm.c,86,23,
Function,"Curl_parse_login_details",url.c,74,25,
Function,"Curl_parsenetrc",netrc.c,146,37,
Function,"Curl_persistconninfo",connect.c,9,1,
Function,"Curl_pgrsDone",progress.c,14,3,
Function,"Curl_pgrsLimitWaitTime",progress.c,26,5,
Function,"Curl_pgrsResetTransferSizes",progress.c,5,1,
Function,"Curl_pgrsSetDownloadCounter",progress.c,4,1,
Function,"Curl_pgrsSetDownloadSize",progress.c,11,2,
Function,"Curl_pgrsSetUploadCounter",progress.c,4,1,
Function,"Curl_pgrsSetUploadSize",progress.c,11,2,
Function,"Curl_pgrsStartNow",progress.c,12,1,
Function,"Curl_pgrsTime",progress.c,52,15,
Function,"Curl_pgrsUpdate",progress.c,166,33,
Function,"Curl_pipeline_checkget_read",pipeline.c,11,3,
Function,"Curl_pipeline_checkget_write",pipeline.c,11,3,
Function,"Curl_pipeline_leave_read",pipeline.c,4,1,
Function,"Curl_pipeline_leave_write",pipeline.c,4,1,
Function,"Curl_pipeline_penalized",pipeline.c,28,6,
Function,"Curl_pipeline_server_blacklisted",pipeline.c,20,5,
Function,"Curl_pipeline_set_server_blacklist",pipeline.c,22,5,
Function,"Curl_pipeline_set_site_blacklist",pipeline.c,31,6,
Function,"Curl_pipeline_site_blacklisted",pipeline.c,24,5,
Function,"Curl_pipeline_wanted",multi.c,4,2,
Function,"Curl_poll",select.c,103,34,
Function,"Curl_pop3_write",pop3.c,77,20,
Function,"Curl_posttransfer",transfer.c,5,1,
Function,"Curl_pp_disconnect",pingpong.c,6,1,
Function,"Curl_pp_flushsend",pingpong.c,20,3,
Function,"Curl_pp_getsock",pingpong.c,13,3,
Function,"Curl_pp_init",pingpong.c,8,1,
Function,"Curl_pp_moredata",pingpong.c,5,2,
Function,"Curl_pp_readresp",pingpong.c,120,24,
Function,"Curl_pp_sendf",pingpong.c,10,1,
Function,"Curl_pp_state_timeout",pingpong.c,16,4,
Function,"Curl_pp_statemach",pingpong.c,47,14,
Function,"Curl_pp_vsendf",pingpong.c,53,11,
Function,"Curl_pretransfer",transfer.c,58,16,
Function,"Curl_printable_address",hostip.c,16,2,
Function,"Curl_protocol_connect",url.c,29,9,
Function,"Curl_protocol_connecting",url.c,12,2,
Function,"Curl_protocol_doing",url.c,11,2,
Function,"Curl_protocol_getsock",url.c,9,2,
Function,"Curl_proxyCONNECT",http_proxy.c,16,4,
Function,"Curl_proxy_connect",http_proxy.c,39,11,
Function,"Curl_rand",rand.c,19,6,
Function,"Curl_rand_hex",rand.c,23,5,
Function,"Curl_range",curl_range.c,50,13,
Function,"Curl_ratelimit",progress.c,17,5,
Function,"Curl_raw_toupper",strcase.c,6,2,
Function,"Curl_read",sendf.c,43,8,
Function,"Curl_read16_be",curl_endian.c,5,1,
Function,"Curl_read16_le",curl_endian.c,5,1,
Function,"Curl_read32_le",curl_endian.c,5,1,
Function,"Curl_read_plain",sendf.c,17,3,
Function,"Curl_readrewind",transfer.c,54,12,
Function,"Curl_readwrite",transfer.c,103,25,
Function,"Curl_recv_has_postponed_data",sendf.c,6,1,
Function,"Curl_recv_plain",sendf.c,28,4,
Function,"Curl_recvpipe_head",pipeline.c,5,1,
Function,"Curl_removeHandleFromPipeline",url.c,16,4,
Function,"Curl_resolv",hostip.c,67,16,
Function,"Curl_resolv_check",hostip.c,7,2,
Function,"Curl_resolv_getsock",hostip.c,9,1,
Function,"Curl_resolv_timeout",hostip.c,15,3,
Function,"Curl_resolv_unlock",hostip.c,8,3,
Function,"Curl_retry_request",transfer.c,41,10,
Function,"Curl_safe_strcasecompare",strcase.c,6,2,
Function,"Curl_saferealloc",strdup.c,7,2,
Function,"Curl_sasl_can_authenticate",curl_sasl.c,8,3,
Function,"Curl_sasl_cleanup",curl_sasl.c,6,2,
Function,"Curl_sasl_continue",curl_sasl.c,147,30,
Function,"Curl_sasl_decode_mech",curl_sasl.c,18,6,
Function,"Curl_sasl_init",curl_sasl.c,11,1,
Function,"Curl_sasl_parse_url_auth_option",curl_sasl.c,22,5,
Function,"Curl_sasl_start",curl_sasl.c,110,23,
Struct,"Curl_sec_client_mech",curl_sec.h,11,,0
Struct,"Curl_send_buffer",http.h,5,,0
Function,"Curl_send_plain",sendf.c,26,3,
Function,"Curl_sendf",sendf.c,34,6,
Function,"Curl_sendpipe_head",pipeline.c,5,1,
Function,"Curl_set_dns_interface",hostsyn.c,7,1,
Function,"Curl_set_dns_local_ip4",hostsyn.c,7,1,
Function,"Curl_set_dns_local_ip6",hostsyn.c,7,1,
Function,"Curl_set_dns_servers",hostsyn.c,7,1,
Function,"Curl_set_in_callback",multi.c,9,4,
Function,"Curl_setstropt",setopt.c,11,4,
Function,"Curl_setup_conn",url.c,38,7,
Function,"Curl_setup_transfer",transfer.c,58,15,
Struct,"Curl_sh_entry",multi.c,6,,0
Function,"Curl_sha256it",sha256.c,8,1,
Struct,"Curl_share",share.h,13,,0
Function,"Curl_share_lock",share.c,13,4,
Function,"Curl_share_unlock",share.c,12,4,
Function,"Curl_shuffle_addr",hostip.c,42,8,
Function,"Curl_single_getsock",transfer.c,28,9,
Function,"Curl_slist_append_nodup",slist.c,16,4,
Function,"Curl_slist_duplicate",slist.c,15,3,
Function,"Curl_smtp_escape_eob",smtp.c,62,13,
Function,"Curl_sndbufset",connect.c,20,6,
Struct,"Curl_sockaddr_ex",connect.h,10,,0
Struct,"Curl_sockaddr_storage",sockaddr.h,7,,0
Function,"Curl_socket",connect.c,29,6,
Function,"Curl_socket_check",select.c,101,32,
Function,"Curl_speedcheck",speedcheck.c,26,6,
Function,"Curl_speedinit",speedcheck.c,4,1,
Function,"Curl_splay",splay.c,49,23,
Function,"Curl_splaygetbest",splay.c,29,8,
Function,"Curl_splayinsert",splay.c,38,14,
Function,"Curl_splayremovebyaddr",splay.c,41,11,
Struct,"Curl_ssl",vtls.h,30,,0
Function,"Curl_ssl_backend",vtls.c,4,1,
Function,"Curl_ssl_config_matches",vtls.c,19,2,
Function,"Curl_str2addr",curl_addrinfo.c,7,2,
Function,"Curl_str_key_compare",hash.c,7,2,
Function,"Curl_strcasecompare",strcase.c,10,3,
Function,"Curl_strcpy_url",urlapi.c,39,8,
Function,"Curl_strerror",strerror.c,32,9,
Function,"Curl_strlen_url",urlapi.c,31,8,
Function,"Curl_strncasecompare",strcase.c,14,4,
Static Function,"Curl_strnlen",tftp.c,5,2,
Function,"Curl_strntoupper",strcase.c,8,3,
Function,"Curl_strtok_r",strtok.c,20,6,
Function,"Curl_tcpnodelay",connect.c,5,1,
Function,"Curl_thread_create",curl_threads.c,13,2,
Function,"Curl_thread_destroy",curl_threads.c,4,1,
Function,"Curl_thread_join",curl_threads.c,7,1,
Function,"Curl_timediff",timeval.c,9,3,
Function,"Curl_timediff_us",timeval.c,9,3,
Function,"Curl_timeleft",connect.c,41,12,
Struct,"Curl_tree",splay.h,8,,0
Function,"Curl_uc_to_curlcode",url.c,13,4,
Function,"Curl_unencode_cleanup",content_encoding.c,12,2,
Function,"Curl_unencode_write",content_encoding.c,7,2,
Function,"Curl_up_free",url.c,14,9,
Function,"Curl_updateconninfo",connect.c,40,7,
Function,"Curl_updatesocket",multi.c,4,1,
Function,"Curl_upkeep",url.c,9,1,
Function,"Curl_urldecode",escape.c,46,9,
Function,"Curl_verboseconnect",url.c,10,5,
Function,"Curl_verify_windows_version",system_win32.c,57,17,
Function,"Curl_version_init",version.c,5,1,
Function,"Curl_vsetopt",setopt.c,1329,434,
Function,"Curl_wait_ms",select.c,14,4,
Function,"Curl_wildcard_dtor",wildcard.c,18,4,
Function,"Curl_wildcard_init",wildcard.c,6,1,
Function,"Curl_write",sendf.c,23,4,
Function,"Curl_write32_le",curl_endian.c,7,1,
Function,"Curl_write64_le",curl_endian.c,5,1,
Function,"Curl_write_plain",sendf.c,13,1,
Struct,"DynamicStatic",urldata.h,8,,0
Static Function,"EndElement",htmltitle.cpp,7,2,
Struct,"FILEPROTO",file.h,5,,0
Struct,"FTP",ftp.h,9,,0
Function,"FindWin32CACert",tool_doswin.c,21,5,
Static Function,"FormAdd",formdata.c,400,110,
Struct,"FormInfo",formdata.h,18,,0
Struct,"FtpFile",ftpget.c,4,,0
Struct,"FtpFile",ftpsget.c,4,,0
Struct,"FtpFile",sftpget.c,4,,0
Function,"GUSISetupDevices",curl_GUSIConfig.cpp,5,1,
Function,"GUSISetupFactories",curl_GUSIConfig.cpp,5,1,
Static Function,"GetEnv",tool_homedir.c,18,5,
Static Function,"GetEnv",getenv.c,10,3,
Static Function,"GetFileAndPassword",tool_getparam.c,13,4,
Static Function,"GetSizeParameter",tool_getparam.c,44,15,
Struct,"GlobalConfig",tool_cfgable.h,21,,0
Struct,"HTTP",http.h,23,,0
Public Struct,"HTTP::back",http.h,6,,0
Struct,"HdrCbData",tool_cb_hdr.h,7,,0
Struct,"IMAP",imap.h,12,,0
Struct,"InStruct",tool_sdecls.h,4,,0
Static Function,"InitiateTransfer",ftp.c,27,4,
Static Function,"IsPipeliningPossible",url.c,17,4,
Struct,"LongShort",tool_getparam.c,10,,0
Static Function,"MD5_Final",md5.c,11,4,
Static Function,"MD5_Init",md5.c,7,2,
Static Function,"MD5_Update",md5.c,6,1,
Struct,"Memory",http2-pushinmemory.c,4,,0
Struct,"MemoryStruct",xmlstream.c,4,,0
Struct,"MemoryStruct",postinmemory.c,4,,0
Struct,"MemoryStruct",getinmemory.c,4,,0
Struct,"Names",urldata.h,9,,0
Struct,"OperationConfig",tool_cfgable.h,202,,0
Struct,"OutStruct",tool_sdecls.h,11,,0
Struct,"POP3",pop3.h,5,,0
Struct,"ParserStruct",xmlstream.c,6,,0
Struct,"Progress",urldata.h,32,,0
Struct,"ProgressData",tool_cb_prg.h,11,,0
Struct,"PureInfo",urldata.h,21,,0
Struct,"RTSP",rtsp.h,5,,0
Static Function,"ReceivedServerConnect",ftp.c,46,8,
Struct,"SASL",curl_sasl.h,10,,0
Struct,"SASLproto",curl_sasl.h,10,,0
Static Function,"SHA256_Final",sha256.c,24,8,
Static Function,"SHA256_Init",sha256.c,13,1,
Static Function,"SHA256_Update",sha256.c,31,8,
Struct,"SMTP",smtp.h,7,,0
Struct,"SSHPROTO",ssh.h,3,,0
Function,"SetHTTPrequest",tool_helpers.c,19,2,
Function,"SignalHandler",ephiperfifo.c,6,2,
Struct,"SingleRequest",urldata.h,50,,0
Static Function,"SocketIsDead",url.c,9,2,
Static Function,"StartElement",htmltitle.cpp,11,2,
Function,"SyncTime_CURL_Fetch",synctime.c,18,3,
Function,"SyncTime_CURL_Init",synctime.c,11,3,
Function,"SyncTime_CURL_WriteHeader",synctime.c,43,10,
Function,"SyncTime_CURL_WriteOutput",synctime.c,6,1,
Struct,"TELNET",telnet.c,19,,0
Struct,"TerminalSettings",tool_main.c,4,,0
Struct,"UrlState",urldata.h,56,,0
Struct,"UserDefined",urldata.h,176,,0
Struct,"WildcardData",wildcard.h,9,,0
Static Function,"WriteCallback",chkspeed.c,6,1,
Static Function,"WriteMemoryCallback",getinmemory.c,16,2,
Static Function,"WriteMemoryCallback",postinmemory.c,16,2,
Struct,"WriteThis",post-callback.c,4,,0
Struct,"WriteThis",ftpuploadfrommem.c,4,,0
Struct,"_ConnInfo",ghiper.c,6,,0
Struct,"_ConnInfo",evhiperfifo.c,7,,0
Struct,"_ConnInfo",hiperfifo.c,7,,0
Struct,"_ConnInfo",asiohiper.cpp,7,,0
Struct,"_ConnInfo",ephiperfifo.c,7,,0
