Kind,Name,File,CountLineCode,Cyclomatic,SumCyclomatic
Private Function,"ABI_Collab_Import::_enableUpdates",AbiCollab_Import.cpp,26,5,
Private Function,"ABI_Collab_Import::_getIncomingAdjustmentForState",AbiCollab_Import.cpp,55,12,
Private Function,"ABI_Collab_Import::_handleCollision",AbiCollab_Import.cpp,76,27,
Private Function,"ABI_Collab_Import::_import",AbiCollab_Import.cpp,318,98,
Private Function,"ABI_Collab_Import::_isOverlapping",AbiCollab_Import.cpp,9,3,
Private Function,"ABI_Collab_Import::_shouldIgnore",AbiCollab_Import.cpp,18,8,
Public Function,"ABI_Collab_Import::getEndOfDoc",AbiCollab_Import.cpp,6,1,
Public Function,"ABI_Collab_Import::getRemoteRevisions",AbiCollab_Import.h,2,1,
Public Function,"ABI_Collab_Import::import",AbiCollab_Import.cpp,47,16,
Public Function,"ABI_Collab_Import::masterInit",AbiCollab_Import.cpp,6,1,
Public Function,"ABI_Collab_Import::slaveInit",AbiCollab_Import.cpp,8,5,
Public Function,"ABI_Collab_Import::~ABI_Collab_Import",AbiCollab_Import.cpp,3,1,
Class,"ABI_ListDefinition",ie_imp_WordPerfect.h,57,,19
Public Function,"ABI_ListDefinition::ABI_ListDefinition",ie_imp_WordPerfect.cpp,12,2,
Public Const Function,"ABI_ListDefinition::getLevelNumber",ie_imp_WordPerfect.h,1,1,
Public Const Function,"ABI_ListDefinition::getListID",ie_imp_WordPerfect.h,1,1,
Public Const Function,"ABI_ListDefinition::getListLeftOffset",ie_imp_WordPerfect.h,1,1,
Public Const Function,"ABI_ListDefinition::getListMinLabelWidth",ie_imp_WordPerfect.h,1,1,
Public Const Function,"ABI_ListDefinition::getListType",ie_imp_WordPerfect.h,1,1,
Public Const Function,"ABI_ListDefinition::getOutlineHash",ie_imp_WordPerfect.h,1,1,
Public Function,"ABI_ListDefinition::incrementLevelNumber",ie_imp_WordPerfect.h,1,1,
Public Function,"ABI_ListDefinition::setLevelNumber",ie_imp_WordPerfect.h,1,1,
Public Function,"ABI_ListDefinition::setListID",ie_imp_WordPerfect.h,1,1,
Public Function,"ABI_ListDefinition::setListLeftOffset",ie_imp_WordPerfect.h,1,1,
Public Function,"ABI_ListDefinition::setListMinLabelWidth",ie_imp_WordPerfect.h,1,1,
Public Function,"ABI_ListDefinition::setListType",ie_imp_WordPerfect.cpp,21,6,
Class,"ABI_Paste_Table",ie_imp_RTF.h,32,,2
Public Function,"ABI_Paste_Table::ABI_Paste_Table",ie_imp_RTF.cpp,13,1,
Public Virtual Function,"ABI_Paste_Table::~ABI_Paste_Table",ie_imp_RTF.cpp,3,1,
Class,"ABI_RTF_Annotation",ie_imp_RTF.h,32,,3
Public Function,"ABI_RTF_Annotation::ABI_RTF_Annotation",ie_imp_RTF.cpp,10,1,
Public Static Function,"ABI_RTF_Annotation::newNumber",ie_imp_RTF.cpp,5,1,
Public Virtual Function,"ABI_RTF_Annotation::~ABI_RTF_Annotation",ie_imp_RTF.h,1,1,
Abstract Class,"AD_Document",xad_Document.h,993,,409
Public Function,"AD_Document::AD_Document",xad_Document.cpp,40,29,
Protected Function,"AD_Document::_adjustHistoryOnSave",xad_Document.cpp,32,17,
Protected Function,"AD_Document::_purgeRevisionTable",xad_Document.cpp,5,7,
Protected Function,"AD_Document::_restoreVersion",xad_Document.cpp,79,29,
Protected Function,"AD_Document::_setFilename",xad_Document.h,2,2,
Protected Function,"AD_Document::_setForceDirty",xad_Document.h,1,1,
Protected Function,"AD_Document::_setMarkRevisions",xad_Document.h,1,1,
Protected Function,"AD_Document::_setPieceTableChanging",xad_Document.h,1,1,
Public Function,"AD_Document::addRecordToHistory",xad_Document.cpp,6,5,
Public Function,"AD_Document::addRevision",xad_Document.cpp,13,3,
Public Function,"AD_Document::addRevision",xad_Document.cpp,22,4,
Public Function,"AD_Document::addRevision",xad_Document.cpp,24,2,
Public Const Function,"AD_Document::areDocumentHistoriesEqual",xad_Document.cpp,21,8,
Public Const Function,"AD_Document::areDocumentsRelated",xad_Document.cpp,6,2,
Public Function,"AD_Document::clearFilename",xad_Document.h,1,1,
Public Const Function,"AD_Document::findAutoRevisionId",xad_Document.cpp,13,7,
Public Const Function,"AD_Document::findHistoryRecord",xad_Document.cpp,10,3,
Public Const Function,"AD_Document::findNearestAutoRevisionId",xad_Document.cpp,22,9,
Public Virtual Function,"AD_Document::forceDirty",xad_Document.h,1,1,
Public Const Function,"AD_Document::getDocUUID",xad_Document.h,1,1,
Public Const Function,"AD_Document::getDocUUIDString",xad_Document.cpp,7,5,
Public Const Function,"AD_Document::getDocVersion",xad_Document.h,1,1,
Public Const Function,"AD_Document::getEditTime",xad_Document.h,1,1,
Public Const Function,"AD_Document::getEncodingName",xad_Document.cpp,4,2,
Public Const Function,"AD_Document::getFilename",xad_Document.cpp,4,1,
Public Const Function,"AD_Document::getHighestRevision",xad_Document.cpp,16,3,
Public Const Function,"AD_Document::getHighestRevisionId",xad_Document.cpp,9,3,
Public Const Function,"AD_Document::getHistoryCount",xad_Document.h,1,1,
Public Const Function,"AD_Document::getHistoryNthAutoRevisioned",xad_Document.cpp,9,3,
Public Const Function,"AD_Document::getHistoryNthEditTime",xad_Document.cpp,12,6,
Public Const Function,"AD_Document::getHistoryNthId",xad_Document.cpp,9,3,
Public Const Function,"AD_Document::getHistoryNthTime",xad_Document.cpp,9,3,
Public Const Function,"AD_Document::getHistoryNthTimeStarted",xad_Document.cpp,9,3,
Public Const Function,"AD_Document::getHistoryNthTopXID",xad_Document.cpp,9,3,
Public Const Function,"AD_Document::getHistoryNthUID",xad_Document.cpp,9,3,
Public Const Function,"AD_Document::getLastOpenedTime",xad_Document.h,1,1,
Public Const Function,"AD_Document::getLastSavedTime",xad_Document.h,1,1,
Public Const Function,"AD_Document::getMyUUID",xad_Document.h,1,1,
Public Const Function,"AD_Document::getMyUUIDString",xad_Document.cpp,5,5,
Public Const Function,"AD_Document::getNewUUID",xad_Document.cpp,10,16,
Public Const Function,"AD_Document::getNewUUID32",xad_Document.cpp,7,5,
Public Const Function,"AD_Document::getNewUUID64",xad_Document.cpp,7,5,
Public Const Function,"AD_Document::getOrigDocUUID",xad_Document.h,1,1,
Public Const Function,"AD_Document::getOrigDocUUIDString",xad_Document.cpp,5,5,
Public Const Function,"AD_Document::getPrintFilename",xad_Document.cpp,4,1,
Public Const Function,"AD_Document::getRevisionId",xad_Document.h,1,1,
Public Const Function,"AD_Document::getRevisionIndxFromId",xad_Document.cpp,9,3,
Public Function,"AD_Document::getRevisions",xad_Document.h,1,1,
Public Const Function,"AD_Document::getShowRevisionId",xad_Document.h,1,1,
Public Const Function,"AD_Document::getTimeSinceOpen",xad_Document.h,1,1,
Public Const Function,"AD_Document::getTimeSinceSave",xad_Document.h,1,1,
Public Const Function,"AD_Document::isAutoRevisioning",xad_Document.h,1,1,
Public Const Function,"AD_Document::isForcedDirty",xad_Document.h,1,1,
Public Const Function,"AD_Document::isMarkRevisions",xad_Document.h,1,1,
Public Const Function,"AD_Document::isOrigUUID",xad_Document.cpp,8,2,
Public Const Function,"AD_Document::isPieceTableChanging",xad_Document.cpp,4,1,
Public Const Function,"AD_Document::isShowRevisions",xad_Document.h,1,1,
Public Function,"AD_Document::purgeAllRevisions",xad_Document.cpp,19,10,
Public Function,"AD_Document::purgeHistory",xad_Document.cpp,5,7,
Public Function,"AD_Document::ref",xad_Document.cpp,5,4,
Public Const Function,"AD_Document::resourceManager",xad_Document.h,1,1,
Public Function,"AD_Document::save",xad_Document.cpp,6,1,
Public Function,"AD_Document::saveAs",xad_Document.cpp,6,1,
Public Function,"AD_Document::saveAs",xad_Document.cpp,6,1,
Public Virtual Function,"AD_Document::setAutoRevisioning",xad_Document.cpp,50,15,
Public Function,"AD_Document::setDocUUID",xad_Document.cpp,12,8,
Public Function,"AD_Document::setDocVersion",xad_Document.h,1,1,
Public Function,"AD_Document::setEditTime",xad_Document.h,1,1,
Public Function,"AD_Document::setEncodingName",xad_Document.cpp,6,2,
Public Function,"AD_Document::setFilename",xad_Document.h,2,1,
Public Function,"AD_Document::setLastOpenedTime",xad_Document.h,1,1,
Public Function,"AD_Document::setLastSavedTime",xad_Document.h,1,1,
Public Virtual Function,"AD_Document::setMarkRevisions",xad_Document.cpp,8,2,
Public Function,"AD_Document::setMyUUID",xad_Document.cpp,13,8,
Public Function,"AD_Document::setOrigUUID",xad_Document.cpp,13,8,
Public Function,"AD_Document::setPrintFilename",xad_Document.cpp,4,1,
Public Function,"AD_Document::setRevisionId",xad_Document.cpp,7,2,
Public Function,"AD_Document::setShowRevisionId",xad_Document.cpp,8,2,
Public Function,"AD_Document::setShowRevisions",xad_Document.cpp,8,2,
Public Function,"AD_Document::showHistory",xad_Document.cpp,107,49,
Public Function,"AD_Document::toggleMarkRevisions",xad_Document.cpp,4,1,
Public Function,"AD_Document::toggleShowRevisions",xad_Document.cpp,4,1,
Public Function,"AD_Document::unref",xad_Document.cpp,8,5,
Public Const Function,"AD_Document::usingChangeTracking",xad_Document.cpp,7,1,
Public Const Function,"AD_Document::verifyHistoryState",xad_Document.cpp,56,20,
Protected Virtual Function,"AD_Document::~AD_Document",xad_Document.cpp,9,22,
Class,"AD_Revision",xad_Document.h,18,,8
Public Function,"AD_Revision::AD_Revision",xad_Document.h,2,1,
Public Const Function,"AD_Revision::getDescription",xad_Document.h,1,1,
Public Const Function,"AD_Revision::getId",xad_Document.h,1,1,
Public Const Function,"AD_Revision::getStartTime",xad_Document.h,1,1,
Public Const Function,"AD_Revision::getVersion",xad_Document.h,1,1,
Public Function,"AD_Revision::setStartTime",xad_Document.h,1,1,
Public Function,"AD_Revision::setVersion",xad_Document.h,1,1,
Public Function,"AD_Revision::~AD_Revision",xad_Document.h,1,1,
Class,"AD_VersionData",xad_Document.h,91,,52
Public Function,"AD_VersionData::AD_VersionData",xad_Document.cpp,8,8,
Public Function,"AD_VersionData::AD_VersionData",xad_Document.cpp,8,8,
Public Function,"AD_VersionData::AD_VersionData",xad_Document.cpp,9,9,
Public Function,"AD_VersionData::AD_VersionData",xad_Document.cpp,10,12,
Public Const Function,"AD_VersionData::getId",xad_Document.h,1,1,
Public Const Function,"AD_VersionData::getStartTime",xad_Document.h,1,1,
Public Const Function,"AD_VersionData::getTime",xad_Document.cpp,6,2,
Public Const Function,"AD_VersionData::getTopXID",xad_Document.h,1,1,
Public Const Function,"AD_VersionData::getUID",xad_Document.h,1,1,
Public Const Function,"AD_VersionData::isAutoRevisioned",xad_Document.h,1,1,
Public Function,"AD_VersionData::newUID",xad_Document.cpp,6,2,
Public Function,"AD_VersionData::operator=",xad_Document.cpp,9,1,
Public Function,"AD_VersionData::operator==",xad_Document.cpp,5,1,
Public Function,"AD_VersionData::setId",xad_Document.h,1,1,
Public Virtual Function,"AD_VersionData::~AD_VersionData",xad_Document.cpp,4,3,
Struct,"APFilterDropParaDeleteMarkers",ie_exp_RTF_AttrProp.cpp,20,,3
Public Const Function,"APFilterDropParaDeleteMarkers::operator()",ie_exp_RTF_AttrProp.cpp,17,3,
Class,"APFilterList",ie_exp_RTF_AttrProp.h,32,,6
Public Function,"APFilterList::append",ie_exp_RTF_AttrProp.h,4,1,
Public Const Function,"APFilterList::operator()",ie_exp_RTF_AttrProp.h,13,4,
Public Function,"APFilterList::push_back",ie_exp_RTF_AttrProp.h,4,1,
Struct,"APFilterNULL",ie_exp_RTF_AttrProp.h,8,,1
Public Const Function,"APFilterNULL::operator()",ie_exp_RTF_AttrProp.h,5,1,
Class,"AP_App",ap_App.h,153,,32
Public Function,"AP_App::AP_App",ap_App.cpp,4,1,
Public Virtual Function,"AP_App::doWindowlessArgs",ap_App.cpp,4,1,
Public Virtual Function,"AP_App::errorMsgBadArg",ap_App.cpp,4,4,
Public Virtual Function,"AP_App::errorMsgBadFile",ap_App.cpp,4,4,
Public Virtual Function,"AP_App::initialize",ap_App.cpp,4,1,
Public Function,"AP_App::openCmdLineFiles",ap_App.cpp,48,8,
Public Function,"AP_App::openCmdLinePlugins",ap_App.cpp,47,7,
Protected Virtual Function,"AP_App::saveRecoveryFiles",ap_App.cpp,20,5,
Public Virtual Function,"AP_App::~AP_App",ap_App.cpp,3,1,
Class,"AP_Args",ap_Args.h,129,,31
Public Function,"AP_Args::AP_Args",ap_Args.cpp,7,1,
Public Function,"AP_Args::addOptions",ap_Args.cpp,4,1,
Public Function,"AP_Args::doWindowlessArgs",ap_Args.cpp,38,9,
Public Const Function,"AP_Args::getApp",ap_Args.h,1,1,
Public Const Function,"AP_Args::getContext",ap_Args.h,1,1,
Public Const Function,"AP_Args::getPluginOptions",ap_Args.cpp,14,5,
Public Function,"AP_Args::parseOptions",ap_Args.cpp,29,12,
Public Function,"AP_Args::~AP_Args",ap_Args.cpp,4,1,
Class,"AP_BindingSet",ap_LoadBindings.h,163,,45
Public Function,"AP_BindingSet::AP_BindingSet",ap_LoadBindings.cpp,6,1,
Public Function,"AP_BindingSet::_loadChar",ap_LoadBindings.cpp,28,9,
Public Function,"AP_BindingSet::_loadMouse",ap_LoadBindings.cpp,13,4,
Public Function,"AP_BindingSet::_loadNVK",ap_LoadBindings.cpp,28,9,
Public Function,"AP_BindingSet::createMap",ap_LoadBindings.cpp,7,1,
Public Virtual Function,"AP_BindingSet::getMap",ap_LoadBindings.cpp,16,5,
Public Function,"AP_BindingSet::getNextInCycle",ap_LoadBindings.cpp,20,8,
Public Function,"AP_BindingSet::loadBuiltin",ap_LoadBindings.cpp,16,1,
Public Virtual Function,"AP_BindingSet::~AP_BindingSet",ap_LoadBindings.cpp,4,7,
Class,"AP_Border_Shading_preview",ap_Dialog_Border_Shading.h,137,,18
Public Function,"AP_Border_Shading_preview::AP_Border_Shading_preview",ap_Dialog_Border_Shading.cpp,5,1,
Public Virtual Function,"AP_Border_Shading_preview::draw",ap_Dialog_Border_Shading.cpp,118,15,
Public Const Function,"AP_Border_Shading_preview::getGraphics",ap_Dialog_Border_Shading.h,1,1,
Public Virtual Function,"AP_Border_Shading_preview::~AP_Border_Shading_preview",ap_Dialog_Border_Shading.cpp,3,1,
Class,"AP_Border_Shading_preview_drawer",ap_Dialog_Border_Shading.h,5,,0
Class,"AP_BuiltinStringSet",ap_Strings.h,28,,4
Public Function,"AP_BuiltinStringSet::AP_BuiltinStringSet",ap_Strings.cpp,10,1,
Public Virtual Const Function,"AP_BuiltinStringSet::getValue",ap_Strings.cpp,6,2,
Public Virtual Function,"AP_BuiltinStringSet::~AP_BuiltinStringSet",ap_Strings.cpp,3,1,
Class,"AP_CocoaApp",ap_CocoaApp.h,600,,160
Public Function,"AP_CocoaApp::AP_CocoaApp",ap_CocoaApp.cpp,11,1,
Public Virtual Function,"AP_CocoaApp::cacheCurrentSelection",ap_CocoaApp.cpp,25,3,
Public Virtual Function,"AP_CocoaApp::canPasteFromClipboard",ap_CocoaApp.cpp,5,1,
Public Virtual Function,"AP_CocoaApp::catchSignals",ap_CocoaApp.cpp,15,2,
Public Virtual Function,"AP_CocoaApp::clearSelection",ap_CocoaApp.cpp,15,3,
Public Virtual Function,"AP_CocoaApp::copyToClipboard",ap_CocoaApp.cpp,27,9,
Public Virtual Function,"AP_CocoaApp::doWindowlessArgs",ap_CocoaApp.cpp,5,1,
Public Virtual Function,"AP_CocoaApp::errorMsgBadArg",ap_CocoaApp.cpp,5,1,
Public Virtual Function,"AP_CocoaApp::errorMsgBadFile",ap_CocoaApp.cpp,5,1,
Public Virtual Function,"AP_CocoaApp::forgetFrame",ap_CocoaApp.cpp,10,2,
Public Virtual Const Function,"AP_CocoaApp::getAbiSuiteAppDir",ap_CocoaApp.cpp,5,1,
Public Virtual Function,"AP_CocoaApp::getCurrentSelection",ap_CocoaApp.cpp,56,12,
Public Virtual Const Function,"AP_CocoaApp::getPrefsValueDirectory",ap_CocoaApp.cpp,20,8,
Public Virtual Const Function,"AP_CocoaApp::getStringSet",ap_CocoaApp.cpp,4,1,
Public Virtual Function,"AP_CocoaApp::getViewSelection",ap_CocoaApp.h,2,1,
Public Virtual Function,"AP_CocoaApp::initialize",ap_CocoaApp.cpp,159,59,
Public Static Function,"AP_CocoaApp::main",ap_CocoaApp.cpp,52,5,
Public Virtual Const Function,"AP_CocoaApp::newDefaultScreenGraphics",ap_CocoaApp.h,2,4,
Public Virtual Function,"AP_CocoaApp::newFrame",ap_CocoaApp.cpp,8,2,
Public Virtual Function,"AP_CocoaApp::pasteFromClipboard",ap_CocoaApp.cpp,76,21,
Public Virtual Function,"AP_CocoaApp::rebuildMenus",ap_CocoaApp.cpp,9,6,
Public Virtual Function,"AP_CocoaApp::setSelectionStatus",ap_CocoaApp.cpp,29,8,
Public Virtual Function,"AP_CocoaApp::setViewSelection",ap_CocoaApp.h,2,1,
Public Virtual Function,"AP_CocoaApp::shutdown",ap_CocoaApp.cpp,6,2,
Public Virtual Function,"AP_CocoaApp::~AP_CocoaApp",ap_CocoaApp.cpp,6,5,
Class,"AP_CocoaAppImpl",ap_CocoaAppImpl.h,4,,0
Class,"AP_CocoaClipboard",ap_CocoaClipboard.h,9,,1
Public Function,"AP_CocoaClipboard::AP_CocoaClipboard",ap_CocoaClipboard.cpp,4,1,
Class,"AP_CocoaDialogFactory",xap_CocoaDialogFactory.h,14,,2
Public Function,"AP_CocoaDialogFactory::AP_CocoaDialogFactory",ap_CocoaDialogFactory.cpp,4,1,
Public Virtual Function,"AP_CocoaDialogFactory::~AP_CocoaDialogFactory",ap_CocoaDialogFactory.cpp,3,1,
Public Function,"AP_CocoaDialog_Annotation::AP_CocoaDialog_Annotation",ap_CocoaDialog_Annotation.cpp,6,1,
Public Function,"AP_CocoaDialog_Annotation::runModal",ap_CocoaDialog_Annotation.cpp,10,1,
Public Function,"AP_CocoaDialog_Annotation::static_constructor",ap_CocoaDialog_Annotation.cpp,6,1,
Public Function,"AP_CocoaDialog_Annotation::~AP_CocoaDialog_Annotation",ap_CocoaDialog_Annotation.cpp,3,1,
Function,"AP_CocoaDialog_AnnotationController",ap_CocoaDialog_Annotation.h,13,1,
Class,"AP_CocoaDialog_Background",ap_CocoaDialog_Background.h,27,,6
Public Function,"AP_CocoaDialog_Background::AP_CocoaDialog_Background",ap_CocoaDialog_Background.cpp,4,1,
Public Function,"AP_CocoaDialog_Background::_setAnswer",ap_CocoaDialog_Background.h,1,1,
Public Virtual Function,"AP_CocoaDialog_Background::runModal",ap_CocoaDialog_Background.cpp,11,2,
Public Static Function,"AP_CocoaDialog_Background::static_constructor",,0,1,
Public Static Function,"AP_CocoaDialog_Background::static_constructor",ap_CocoaDialog_Background.cpp,0,1,
Public Virtual Function,"AP_CocoaDialog_Background::~AP_CocoaDialog_Background",ap_CocoaDialog_Background.cpp,3,1,
Function,"AP_CocoaDialog_Background_Controller",ap_CocoaDialog_Background.h,8,1,
Public Function,"AP_CocoaDialog_Break::AP_CocoaDialog_Break",ap_CocoaDialog_Break.cpp,7,1,
Public Function,"AP_CocoaDialog_Break::_populateWindowData",ap_CocoaDialog_Break.cpp,4,1,
Public Function,"AP_CocoaDialog_Break::_storeWindowData",ap_CocoaDialog_Break.cpp,4,1,
Public Function,"AP_CocoaDialog_Break::runModal",ap_CocoaDialog_Break.cpp,12,1,
Public Function,"AP_CocoaDialog_Break::static_constructor",ap_CocoaDialog_Break.cpp,6,1,
Public Function,"AP_CocoaDialog_Break::~AP_CocoaDialog_Break",ap_CocoaDialog_Break.cpp,3,1,
Function,"AP_CocoaDialog_BreakController",ap_CocoaDialog_Break.h,15,1,
Class,"AP_CocoaDialog_Columns",ap_CocoaDialog_Columns.h,141,,27
Public Function,"AP_CocoaDialog_Columns::AP_CocoaDialog_Columns",ap_CocoaDialog_Columns.cpp,7,1,
Public Function,"AP_CocoaDialog_Columns::checkLineBetween",ap_CocoaDialog_Columns.cpp,4,1,
Public Function,"AP_CocoaDialog_Columns::colNumberChanged",ap_CocoaDialog_Columns.cpp,7,2,
Public Function,"AP_CocoaDialog_Columns::doMaxHeightEntry",ap_CocoaDialog_Columns.cpp,16,6,
Public Function,"AP_CocoaDialog_Columns::doSpaceAfterEntry",ap_CocoaDialog_Columns.cpp,15,2,
Public Virtual Function,"AP_CocoaDialog_Columns::enableLineBetweenControl",ap_CocoaDialog_Columns.cpp,3,1,
Public Function,"AP_CocoaDialog_Columns::event_Cancel",ap_CocoaDialog_Columns.cpp,5,1,
Public Function,"AP_CocoaDialog_Columns::event_OK",ap_CocoaDialog_Columns.cpp,5,1,
Public Function,"AP_CocoaDialog_Columns::event_Toggle",ap_CocoaDialog_Columns.cpp,7,1,
Public Function,"AP_CocoaDialog_Columns::incrMaxHeight",ap_CocoaDialog_Columns.cpp,5,1,
Public Function,"AP_CocoaDialog_Columns::incrSpaceAfter",ap_CocoaDialog_Columns.cpp,5,1,
Public Virtual Function,"AP_CocoaDialog_Columns::runModal",ap_CocoaDialog_Columns.cpp,31,5,
Public Static Function,"AP_CocoaDialog_Columns::static_constructor",ap_CocoaDialog_Columns.cpp,0,1,
Public Static Function,"AP_CocoaDialog_Columns::static_constructor",,0,1,
Public Virtual Function,"AP_CocoaDialog_Columns::~AP_CocoaDialog_Columns",ap_CocoaDialog_Columns.cpp,4,3,
Function,"AP_CocoaDialog_ColumnsController",ap_CocoaDialog_Columns.h,26,1,
Class,"AP_CocoaDialog_Field",ap_CocoaDialog_Field.h,126,,29
Public Function,"AP_CocoaDialog_Field::AP_CocoaDialog_Field",ap_CocoaDialog_Field.cpp,7,1,
Private Function,"AP_CocoaDialog_Field::_populateCategories",ap_CocoaDialog_Field.cpp,5,1,
Public Function,"AP_CocoaDialog_Field::event_Cancel",ap_CocoaDialog_Field.cpp,5,1,
Public Function,"AP_CocoaDialog_Field::event_OK",ap_CocoaDialog_Field.cpp,39,7,
Public Virtual Function,"AP_CocoaDialog_Field::runModal",ap_CocoaDialog_Field.cpp,18,4,
Public Function,"AP_CocoaDialog_Field::setFieldsList",ap_CocoaDialog_Field.cpp,17,7,
Public Function,"AP_CocoaDialog_Field::setTypesList",ap_CocoaDialog_Field.cpp,9,5,
Public Static Function,"AP_CocoaDialog_Field::static_constructor",,0,1,
Public Static Function,"AP_CocoaDialog_Field::static_constructor",ap_CocoaDialog_Field.cpp,0,1,
Public Function,"AP_CocoaDialog_Field::types_changed",ap_CocoaDialog_Field.cpp,5,1,
Public Virtual Function,"AP_CocoaDialog_Field::~AP_CocoaDialog_Field",ap_CocoaDialog_Field.cpp,3,1,
Function,"AP_CocoaDialog_FieldController",ap_CocoaDialog_Field.h,13,1,
Class,"AP_CocoaDialog_FormatFootnotes",ap_CocoaDialog_FormatFootnotes.h,150,,32
Public Function,"AP_CocoaDialog_FormatFootnotes::AP_CocoaDialog_FormatFootnotes",ap_CocoaDialog_FormatFootnotes.cpp,5,1,
Public Function,"AP_CocoaDialog_FormatFootnotes::event_Cancel",ap_CocoaDialog_FormatFootnotes.cpp,5,1,
Public Function,"AP_CocoaDialog_FormatFootnotes::event_EndInitialValueChange",ap_CocoaDialog_FormatFootnotes.cpp,9,2,
Public Function,"AP_CocoaDialog_FormatFootnotes::event_EndRestartSection",ap_CocoaDialog_FormatFootnotes.cpp,4,1,
Public Function,"AP_CocoaDialog_FormatFootnotes::event_FootInitialValueChange",ap_CocoaDialog_FormatFootnotes.cpp,9,2,
Public Function,"AP_CocoaDialog_FormatFootnotes::event_MenuEndNtPlacementChange",ap_CocoaDialog_FormatFootnotes.cpp,18,3,
Public Function,"AP_CocoaDialog_FormatFootnotes::event_MenuFtNtRestartChange",ap_CocoaDialog_FormatFootnotes.cpp,23,4,
Public Function,"AP_CocoaDialog_FormatFootnotes::event_MenuStyleChange",ap_CocoaDialog_FormatFootnotes.cpp,11,2,
Public Function,"AP_CocoaDialog_FormatFootnotes::event_OK",ap_CocoaDialog_FormatFootnotes.cpp,5,1,
Public Function,"AP_CocoaDialog_FormatFootnotes::refreshVals",ap_CocoaDialog_FormatFootnotes.cpp,23,5,
Public Virtual Function,"AP_CocoaDialog_FormatFootnotes::runModal",ap_CocoaDialog_FormatFootnotes.cpp,16,8,
Public Static Function,"AP_CocoaDialog_FormatFootnotes::static_constructor",,0,1,
Public Static Function,"AP_CocoaDialog_FormatFootnotes::static_constructor",ap_CocoaDialog_FormatFootnotes.cpp,0,1,
Public Virtual Function,"AP_CocoaDialog_FormatFootnotes::~AP_CocoaDialog_FormatFootnotes",ap_CocoaDialog_FormatFootnotes.cpp,3,1,
Function,"AP_CocoaDialog_FormatFootnotes_Controller",ap_CocoaDialog_FormatFootnotes.h,23,1,
Class,"AP_CocoaDialog_FormatFrame",ap_CocoaDialog_FormatFrame.h,148,,38
Public Function,"AP_CocoaDialog_FormatFrame::AP_CocoaDialog_FormatFrame",ap_CocoaDialog_FormatFrame.cpp,6,1,
Protected Function,"AP_CocoaDialog_FormatFrame::_populateWindowData",ap_CocoaDialog_FormatFrame.cpp,52,12,
Protected Function,"AP_CocoaDialog_FormatFrame::_storeWindowData",ap_CocoaDialog_FormatFrame.cpp,3,1,
Public Virtual Function,"AP_CocoaDialog_FormatFrame::activate",ap_CocoaDialog_FormatFrame.cpp,5,1,
Public Virtual Function,"AP_CocoaDialog_FormatFrame::destroy",ap_CocoaDialog_FormatFrame.cpp,10,4,
